symbol,ThaiCompanyName,EngCompanyName,logo
SET:CHAO,บริษัท เจ้าสัว ฟู้ดส์ อินดัสทรี จำกัด (มหาชน),CHAOSUA FOODS INDUSTRY PCL,https://s3-symbol-logo.tradingview.com/chaosua-foods-industry-pcl-non-voting.svg
SET:CHARAN,บริษัท จรัญประกันภัย จำกัด (มหาชน),CHARAN INSURANCE PUBLIC CO,https://s3-symbol-logo.tradingview.com/charan-insurance-public-co-non-voting.svg
SET:CHASE,บริษัท เชฎฐ์ เอเชีย จำกัด (มหาชน),CHASE ASIA PCL,https://s3-symbol-logo.tradingview.com/chase-asia-pcl-non-voting.svg
SET:CHAYO,บริษัท ชโย กรุ๊ป จำกัด (มหาชน),CHAYO GROUP PCL,https://s3-symbol-logo.tradingview.com/chayo-group.svg
SET:CHEWA,บริษัท ชีวาทัย จำกัด (มหาชน),CHEWATHAI PCL,https://s3-symbol-logo.tradingview.com/chewathai.svg
SET:CHG,บริษัท โรงพยาบาลจุฬารัตน์ จำกัด (มหาชน),CHULARAT HOSPITAL,https://s3-symbol-logo.tradingview.com/chularat-hospital.svg
SET:CHIC,บริษัท ชิค รีพับบลิค จำกัด (มหาชน),CHIC REPUBLIC PCL,https://s3-symbol-logo.tradingview.com/chic-republic-pcl-non-voting.svg
SET:CHO,บริษัท ช ทวี จำกัด (มหาชน),CHO THAVEE PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/cho-thavee.svg
SET:CHOTI,บริษัท ห้องเย็นโชติวัฒน์หาดใหญ่ จำกัด (มหาชน),KIANG HUAT SEAGULL TRADG FROZN FOOD,https://s3-symbol-logo.tradingview.com/kiang-huat-seagull-tradg-frozn-food-non-voting.svg
SET:CHOW,บริษัท เชาว์ ไบรท์ เวนเจอร์ส โฮลดิ้งส์ จำกัด (มหาชน),CHOW BRIGHT VENTURES HOLDINGS PUB,https://s3-symbol-logo.tradingview.com/chow-bright-ventures-pub-non-voting.svg
SET:CI,บริษัท ชาญอิสสระ ดีเวล็อปเมนท์ จำกัด (มหาชน),CHARN ISSARA DEVELOPMENT PCL,https://s3-symbol-logo.tradingview.com/charn-issara-development.svg
SET:CIG,บริษัท ซี.ไอ.กรุ๊ป จำกัด (มหาชน),C I GROUP PUBLIC CO LIMITED,https://s3-symbol-logo.tradingview.com/c-i-public-co-limited-non-voting.svg
SET:CITY,บริษัท ซิตี้ สตีล จำกัด (มหาชน),CITY STEEL PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/city-steel-public-company-limited-non-voting.svg
SET:CIVIL,บริษัท ซีวิลเอนจีเนียริง จำกัด (มหาชน),CIVIL ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/civil-engineering-pcl-non-voting.svg
SET:CK,บริษัท ช.การช่าง จำกัด (มหาชน),CH KARNCHANG PUBLIC LIMITED CO,https://s3-symbol-logo.tradingview.com/ch-karnchang.svg
SET:CKP,บริษัท ซีเค พาวเวอร์ จำกัด (มหาชน),CK POWER PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/ck-power.svg
SET:CM,บริษัท เชียงใหม่โฟรเซ่นฟูดส์ จำกัด (มหาชน),CHIANGMAI FROZEN FOOD CO,https://s3-symbol-logo.tradingview.com/chiangmai-frozen-food-co-non-voting.svg
SET:CMAN,บริษัท เคมีแมน จำกัด (มหาชน),CHEMEMAN PCL,https://s3-symbol-logo.tradingview.com/chememan-pcl-non-voting.svg
SET:CMC,บริษัท เจ้าพระยามหานคร จำกัด (มหาชน),CHAOPRAYA MAHANAKORN PCL,https://s3-symbol-logo.tradingview.com/chaoprayamahanakorn.svg
SET:CMO,บริษัท ซีเอ็มโอ จำกัด (มหาชน),CMO PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/cmo.svg
SET:CMR,บริษัท เชียงใหม่รามธุรกิจการแพทย์ จำกัด (มหาชน),CHIANG MAI RAM MEDICAL BUSINESS PCL,https://s3-symbol-logo.tradingview.com/chiang-mai-ram-medical-business-pcl-non-voting.svg
SET:CNT,บริษัท คริสเตียนีและนีลเส็น (ไทย) จำกัด (มหาชน),CHRISTIANI & NIELSEN(THAI)PUBL CO,https://s3-symbol-logo.tradingview.com/christiani-and-nielsen-thai-publ-co-non-voting.svg
SET:COCOCO,บริษัท ไทย โคโคนัท จำกัด (มหาชน),THAI COCONUT PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/thai-coconut-public-company-limited-non-voting.svg
SET:COLOR,บริษัท สาลี่ คัลเล่อร์ จำกัด (มหาชน),SALEE COLOUR PCL,https://s3-symbol-logo.tradingview.com/salee-colour-pcl-non-voting.svg
SET:COM7,บริษัท คอมเซเว่น จำกัด (มหาชน),COM7 PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/com-7.svg
SET:COMAN,บริษัท โคแมนชี่ อินเตอร์เนชั่นแนล จำกัด (มหาชน),COMANCHE INTERNATIONAL PCL,https://s3-symbol-logo.tradingview.com/comanche-international-pcl-non-voting.svg
SET:CPALL,บริษัท ซีพี ออลล์ จำกัด (มหาชน),CP ALL PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/cp-all.svg
SET:CPANEL,บริษัท ซีแพนเนล จำกัด (มหาชน),CPANEL PCL,https://s3-symbol-logo.tradingview.com/cpanel-pcl-non-voting.svg
SET:CPAXT,บริษัท ซีพี แอ็กซ์ตร้า จำกัด (มหาชน),CP AXTRA PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/cp-axtra-public-company-limited-foreign.svg
SET:CPF,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),CHAROEN POKPHAND FOODS,https://s3-symbol-logo.tradingview.com/charoen-pokphand-foods.svg
SET:CPH,บริษัท คาสเซ่อร์พีคโฮลดิ้งส์ จำกัด (มหาชน),CASTLE PEAK HLDGS,https://s3-symbol-logo.tradingview.com/castle-peak-hldgs-non-voting.svg
SET:CPI,บริษัท ชุมพรอุตสาหกรรมน้ำมันปาล์ม จำกัด (มหาชน),CHUMPORN PALM OIL INDUSTRY,https://s3-symbol-logo.tradingview.com/chumporn-palm-oil-industry-non-voting.svg
SET:CPL,บริษัท ซีพีแอล กรุ๊ป จำกัด (มหาชน),CPL GROUP PCL,https://s3-symbol-logo.tradingview.com/cpl-pcl-non-voting.svg
SET:CPN,บริษัท เซ็นทรัลพัฒนา จำกัด (มหาชน),CENTRAL PATTANA PUBLIC CO,https://s3-symbol-logo.tradingview.com/central-pattana-public-company-limited.svg
SET:CPR,บริษัท ซีพีอาร์ โกมุ อินดัสเตรียล จำกัด (มหาชน),CPR GOMU INDUSTRIAL,https://s3-symbol-logo.tradingview.com/cpr-gomu-industrial.svg
SET:CPT,บริษัท ซีพีที ไดร์ แอนด์ เพาเวอร์ จำกัด (มหาชน),CPT DRIVES AND POWER PCL,https://s3-symbol-logo.tradingview.com/cpt-drives-and-power-pcl-non-voting.svg
SET:CPW,บริษัท คอปเปอร์ ไวร์ด จำกัด (มหาชน),COPPERWIRED PCL,https://s3-symbol-logo.tradingview.com/copperwired.svg
SET:CRANE,บริษัท ชูไก จำกัด (มหาชน),CHU KAI PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/chu-kai-public-company-limited-non-voting.svg
SET:CRC,บริษัท เซ็นทรัล รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),CENTRAL RETAIL COR,https://s3-symbol-logo.tradingview.com/central-retail-corporation.svg
SET:CRD,บริษัท เชียงใหม่ริมดอย จำกัด (มหาชน),CHIANGMAI RIMDOI PCL,https://s3-symbol-logo.tradingview.com/chiangmai-rimdoi-pcl-non-voting.svg
SET:CREDIT,ธนาคารไทยเครดิต จำกัด (มหาชน),THAI CREDIT BANK PUBLIC COMPANY LIM,https://s3-symbol-logo.tradingview.com/thai-credit-bank-public-company-lim-non-voting.svg
SET:CSC,บริษัท ฝาจีบ จำกัด (มหาชน),CROWN SEAL CO,https://s3-symbol-logo.tradingview.com/crown-seal-co-non-voting.svg
SET:CSP,บริษัท ซีเอสพี สตีลเซ็นเตอร์ จำกัด (มหาชน),CSP STEEL CENTER PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/csp-steel-center-public-co-ltd-non-voting.svg
SET:CSS,บริษัท คอมมิวนิเคชั่น แอนด์ ซิสเต็มส์ โซลูชั่น จำกัด (มหาชน),COMMUNICATION & SYSTEM SOLUTION PCL,https://s3-symbol-logo.tradingview.com/communication-and-system-solution.svg
SET:CTW,บริษัท จรุงไทยไวร์แอนด์เคเบิ้ล จำกัด (มหาชน),CHAROONG THAI WIRE & CABLE CO,https://s3-symbol-logo.tradingview.com/charoong-thai-wire-and-cable-co-non-voting.svg
SET:CWT,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),CHAI WATANA TANNERY GROUP,https://s3-symbol-logo.tradingview.com/chai-watana-tannery-non-voting.svg
SET:D,บริษัท เดนทัล คอร์ปอเรชั่น จำกัด (มหาชน),DENTAL CORPORATION,https://s3-symbol-logo.tradingview.com/dental-non-voting.svg
SET:DCC,บริษัท ไดนาสตี้เซรามิค จำกัด (มหาชน),DYNASTY CERAMIC CO,https://s3-symbol-logo.tradingview.com/dynasty-ceramic.svg
SET:DCON,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),DCON PRODUCTS PCL,https://s3-symbol-logo.tradingview.com/dcon-products-pcl-non-voting.svg
SET:DDD,บริษัท ดู เดย์ ดรีม จำกัด (มหาชน),DO DAY DREAM PCL,https://s3-symbol-logo.tradingview.com/do-day-dream-pcl-non-voting.svg
SET:DELTA,บริษัทเดลต้า อีเลคโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),DELTA ELECTRONICS,https://s3-symbol-logo.tradingview.com/delta-electronics.svg
SET:DEMCO,บริษัท เด็มโก้ จำกัด (มหาชน),DEMCO PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/demco-public-company-limited-non-voting.svg
SET:DEXON,บริษัท เด็กซ์ซอน เทคโนโลยี จำกัด (มหาชน),DEXON TECHNOLOGY PCL,https://s3-symbol-logo.tradingview.com/dexon-technology-pcl-non-voting.svg
SET:DHOUSE,บริษัท ดีเฮ้าส์พัฒนา จำกัด (มหาชน),DHOUSE PATTANA PCL,https://s3-symbol-logo.tradingview.com/dhouse-pattana-pcl-non-voting.svg
SET:DIMET,บริษัท ไดเมท (สยาม) จำกัด (มหาชน),DIMET (SIAM) PCL,https://s3-symbol-logo.tradingview.com/dimet-siam-pcl-non-voting.svg
SET:DITTO,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน),DITTO (THAILAND) PCL,https://s3-symbol-logo.tradingview.com/ditto-thailand-public-company-limited.svg
SET:DMT,บริษัท ทางยกระดับดอนเมือง จำกัด (มหาชน),DON MUANG TOLLWAY PCL,https://s3-symbol-logo.tradingview.com/don-muang-tollway-pcl-non-voting.svg
SET:DOD,บริษัท ดีโอดี ไบโอเทค จำกัด (มหาชน),DOD BIOTECH PCL,https://s3-symbol-logo.tradingview.com/dod-biotech-pcl-non-voting.svg
SET:DOHOME,บริษัท ดูโฮม จำกัด (มหาชน),DOHOME PCL,https://s3-symbol-logo.tradingview.com/dohome-public-company-limited.svg
SET:DPAINT,บริษัท สีเดลต้า จำกัด (มหาชน),DELTA PAINT PCL,https://s3-symbol-logo.tradingview.com/delta-paint-pcl-non-voting.svg
SET:DRT,บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน),DIAMOND BUILDING PRODUCTS PCL,https://s3-symbol-logo.tradingview.com/diamond-building-products-pcl-non-voting.svg
SET:DTCENT,บริษัท ดี.ที.ซี. เอ็นเตอร์ไพรส์ จำกัด (มหาชน),D.T.C. ENTERPRISE PCL,https://s3-symbol-logo.tradingview.com/dtc-enterprise-pcl-non-voting.svg
SET:DTCI,บริษัท ดี.ที.ซี.อินดัสตรี่ส์ จำกัด (มหาชน),DTC INDUSTRIES,https://jobbkk.com/upload/employer/0F/BEF/00CBEF/images/52207.webp
SET:DUSIT,บริษัท ดุสิตธานี จำกัด (มหาชน),DUSIT THANI PUBLIC COMPANY,https://s3-symbol-logo.tradingview.com/dusit-thani-public-company-non-voting.svg
SET:DV8,บริษัท ดีวี8 จำกัด (มหาชน),DV8 PCL,https://s3-symbol-logo.tradingview.com/dv8-pcl-non-voting.svg
SET:EA,บริษัท พลังงานบริสุทธิ์ จำกัด (มหาชน),ENERGY ABSOLUTE PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/energy-absolute.svg
SET:EASON,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),EASON & CO PCL,https://s3-symbol-logo.tradingview.com/eason-and-co-pcl-non-voting.svg
SET:EAST,บริษัท ตะวันออกพาณิชย์ลีสซิ่ง จำกัด (มหาชน),EASTERN COMMERCIAL LEASING,https://s3-symbol-logo.tradingview.com/eastern-commercial-leasing.svg
SET:EASTW,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),EASTERN WATER RESOURCES DEV & MGMT,https://s3-symbol-logo.tradingview.com/eastern-water-resources-development.svg
SET:ECF,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),EAST COAST FURNITECH PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/east-coast-furnitech-public-co-ltd-non-voting.svg
SET:EFORL,บริษัท อี ฟอร์ แอล เอม จำกัด (มหาชน),E FOR L AIM PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/e-for-l-aim.svg
SET:EGATIF,กองทุนรวมโครงสร้างพื้นฐาน โรงไฟฟ้าพระนครเหนือ ชุดที่ 1 การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,KRUNG THAI ASSET MANAGEMENT,https://s3-symbol-logo.tradingview.com/north-bangkok-power-plant-block-1.svg
